CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1120:9: replace Topology::loops_of_face -> Option<&[LoopId]> with Some(Vec::leak(Vec::new()))
Unviable	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1137:9: replace Topology::face_oriented_edges -> Result<Vec<OrientedEdge>, TopologyError> with Ok(vec![Default::default()])
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1123:29: delete ! in Topology::loops_of_face
MissedMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1137:9: replace Topology::face_oriented_edges -> Result<Vec<OrientedEdge>, TopologyError> with Ok(vec![])
Unviable	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1157:9: replace Topology::coedges_of_edge -> Vec<CoedgeId> with vec![Default::default()]
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1157:9: replace Topology::coedges_of_edge -> Vec<CoedgeId> with vec![]
MissedMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1159:49: replace == with != in Topology::coedges_of_edge
MissedMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1167:9: replace Topology::num_loops -> usize with 0
MissedMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1167:9: replace Topology::num_loops -> usize with 1
MissedMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1173:9: replace Topology::num_coedges -> usize with 0
MissedMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1173:9: replace Topology::num_coedges -> usize with 1
Unviable	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1177:9: replace Topology::live_loop_ids -> impl Iterator<Item = LoopId>+'_ with ::std::iter::once(Default::default())
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1177:9: replace Topology::live_loop_ids -> impl Iterator<Item = LoopId>+'_ with ::std::iter::empty()
Unviable	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1181:9: replace Topology::live_coedge_ids -> impl Iterator<Item = CoedgeId>+'_ with ::std::iter::once(Default::default())
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1181:9: replace Topology::live_coedge_ids -> impl Iterator<Item = CoedgeId>+'_ with ::std::iter::empty()
Unviable	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1190:9: replace Topology::indexed_coedge_use -> Option<CoedgeId> with Some(Default::default())
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1190:9: replace Topology::indexed_coedge_use -> Option<CoedgeId> with None
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1235:25: replace != with == in Topology::delete_solid
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1208:9: replace Topology::delete_solid -> Result<(), DeleteSolidError> with Ok(())
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1242:26: delete ! in Topology::delete_solid
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1243:36: delete ! in Topology::delete_solid
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1245:36: delete ! in Topology::delete_solid
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1244:36: delete ! in Topology::delete_solid
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1246:37: delete ! in Topology::delete_solid
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1288:9: replace Topology::collect_solid_entities -> Result<SolidEntities, TopologyError> with Ok(Default::default())
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1298:9: replace Topology::collect_solid_entities_into -> Result<(), TopologyError> with Ok(())
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1302:16: delete ! in Topology::collect_solid_entities_into
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1307:20: delete ! in Topology::collect_solid_entities_into
Unviable	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1345:9: replace Topology::add_empty_solid -> SolidId with Default::default()
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1320:28: delete ! in Topology::collect_solid_entities_into
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1314:24: delete ! in Topology::collect_solid_entities_into
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1354:9: replace Topology::is_empty_solid -> bool with true
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1354:9: replace Topology::is_empty_solid -> bool with false
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1356:17: replace && with || in Topology::is_empty_solid
Unviable	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1369:9: replace Topology::pcurve_oriented -> Option<&PCurve> with Some(Box::leak(Box::new(Default::default())))
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1369:9: replace Topology::pcurve_oriented -> Option<&PCurve> with None
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1388:9: replace Topology::set_pcurve_oriented -> Result<(), TopologyError> with Ok(())
Unviable	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1416:9: replace Topology::remove_pcurve_oriented -> Result<Option<PCurve>, TopologyError> with Ok(Some(Default::default()))
MissedMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1416:9: replace Topology::remove_pcurve_oriented -> Result<Option<PCurve>, TopologyError> with Ok(None)
Unviable	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1434:9: replace Topology::pcurve -> Result<Option<&PCurve>, TopologyError> with Ok(Some(Box::leak(Box::new(Default::default()))))
MissedMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1434:9: replace Topology::pcurve -> Result<Option<&PCurve>, TopologyError> with Ok(None)
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1436:13: delete match arm [] in Topology::pcurve
MissedMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1437:13: delete match arm [(_, coedge_id)] in Topology::pcurve
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1449:9: replace Topology::has_pcurve -> Result<bool, TopologyError> with Ok(true)
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1449:9: replace Topology::has_pcurve -> Result<bool, TopologyError> with Ok(false)
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1450:13: delete match arm [] in Topology::has_pcurve
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1451:13: delete match arm [(_, coedge_id)] in Topology::has_pcurve
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1476:9: replace Topology::set_pcurve -> Result<(), TopologyError> with Ok(())
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1478:13: delete match arm [forward] in Topology::set_pcurve
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1479:13: delete match arm [] in Topology::set_pcurve
Unviable	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1501:9: replace Topology::remove_pcurve -> Result<Option<PCurve>, TopologyError> with Ok(Some(Default::default()))
MissedMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1501:9: replace Topology::remove_pcurve -> Result<Option<PCurve>, TopologyError> with Ok(None)
CaughtMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1503:13: delete match arm [] in Topology::remove_pcurve
MissedMutant	crates/topology/src/topology.rs	crates/topology/src/topology.rs:1504:13: delete match arm [forward] in Topology::remove_pcurve
